action_code;action_name;category;duration_min;cost
X692799;ΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ ΒΑΡΘΟΛΙΝΕΙΟΥ ΑΔΕΝΟΣ;Surgical;86;758.45
X692839;ΜΑΡΣΙΠΟΠΟΙΗΣΗ ΒΑΡΘΟΛΙΝΕΙΟΥ ΑΔΕΝΟΣ;Surgical;199;1466.09
X692841;ΣΥΜΜΙΣΗ ΧΕΙΛΕΩΝ;Surgical;117;207.28
X692843;ΔΙΑΝΟΙΞΗ ΠΑΡΘΕΝΙΚΟΥ ΥΜΕΝΟΣ;Surgical;85;916.51
X692961;ΚΑΤΑΣΤΡΟΦΗ ΒΛΑΒΩΝ ΑΙΔΟΙΟΥ, ΜΕΧΡΙ 5 ΒΛΑΒΕΣ (ΕΠΕΜΒΑΣΗ ΜΕ LASER, ΗΛΕΚΤΡΟΧΕΙΡΟΥΡΓΙΚΗ, ΚΡΥΟΧΕΙΡΟΥΡΓΙΚΗ,  ΧΕΙΡΟΥΡΓΙΚΗ);Surgical;224;1164.78
X692989;ΚΑΤΑΣΤΡΟΦΗ ΒΛΑΒΩΝ ΑΙΔΟΙΟΥ, ΠΕΡΙΣΣΟΤΕΡΕΣ ΑΠΌ 5 ΒΛΑΒΕΣ (ΕΠΕΜΒΑΣΗ ΜΕ LASER, ΗΛΕΚΤΡΟΧΕΙΡΟΥΡΓΙΚΗ, ΚΡΥΟΧΕΙΡΟΥΡΓΙΚΗ,  ΧΕΙΡΟΥΡΓΙΚΗ);Surgical;233;1943.44
X693169;ΒΙΟΨΙΑ ΑΙΔΟΙΟΥ Η ΠΕΡΙΝΕΟΥ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ), ΜΙΑ ΒΛΑΒΗ;Diagnostic;59;227.73
X693171;ΒΙΟΨΙΑ ΑΙΔΟΙΟΥ Η ΠΕΡΙΝΕΟΥ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ), ΓΙΑ ΚΑΘΕ ΒΛΑΒΗ (ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΜΑΖΙ ΜΕ ΤΟΝ ΚΩΔΙΚΟΣ ΓΙΑ ΤΗΝ ΚΥΡΙΑ ΔΙΑΔΙΚΑΣΙΑ;Diagnostic;31;488.06
X693199;ΜΕΡΙΚΗ ΑΙΔΟΙΕΚΤΟΜΗ. ΑΠΛΗ;Surgical;143;564.43
X693209;ΟΛΙΚΗ ΑΙΔΟΙΕΚΤΟΜΗ. ΑΠΛΗ;Surgical;67;557.37
X693219;ΜΕΡΙΚΗ ΑΙΔΟΙΕΚΤΟΜΗ. ΡΙΖΙΚΗ;Surgical;167;520.54
X693221;ΜΕΡΙΚΗ ΑΙΔΟΙΕΚΤΟΜΗ. ΡΙΖΙΚΗ, ΜΕ ΜΟΝΟΠΛΕΥΡΟ ΜΗΡΟΒΟΥΒΩΝΙΚΟ  ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ;Surgical;105;1509.65
X693223;ΜΕΡΙΚΗ ΑΙΔΟΙΕΚΤΟΜΗ. ΡΙΖΙΚΗ, ΜΕ ΑΜΦΟΤΕΡΟΠΛΕΥΡΟ ΜΗΡΟΒΟΥΒΩΝΙΚΟ  ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ;Surgical;205;1771.23
X693225;ΟΛΙΚΗ ΡΙΖΙΚΗ ΑΙΔΟΙΕΚΤΟΜΗ;Surgical;123;1998.27
X693227;ΟΛΙΚΗ ΡΙΖΙΚΗ ΑΙΔΟΙΕΚΤΟΜΗ ΜΕ ΜΟΝΟΠΛΕΥΡΟ ΜΗΡΟΒΟΥΒΩΝΙΚΟ  ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ;Surgical;62;1107.95
X693233;ΟΛΙΚΗ ΡΙΖΙΚΗ ΑΙΔΟΙΕΚΤΟΜΗ ΜΕ ΑΜΦΟΤΕΡΟΠΛΕΥΡΟ ΜΗΡΟΒΟΥΒΩΝΙΚΟ  ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ;Surgical;227;1780.68
X693239;ΟΛΙΚΗ ΡΙΖΙΚΗ ΑΙΔΟΙΕΚΤΟΜΗ ΜΕ  ΜΗΡΟΒΟΥΒΩΝΙΚΟ, ΑΟΡΤΟΛΑΓΟΝΙΟ ΚΑΙ ΠΥΕΛΙΚΟ  ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ;Surgical;112;529.73
X693359;ΜΕΡΙΚΗ ΕΚΤΟΜΗ ΠΑΡΘΕΝΙΚΟΥ ΥΜΕΝΟΣ;Surgical;115;1397.16
X693439;ΕΚΤΟΜΗ ΒΑΡΘΟΛΙΝΕΙΟΥ ΑΔΕΝΟΣ Ή ΚΥΣΤΗΣ;Surgical;115;1156.35
X693559;ΠΛΑΣΤΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΕΙΣΟΔΟΥ ΚΟΛΠΟΥ;Surgical;213;1679.3
X693569;ΚΛΕΙΤΟΡΙΔΟΠΛΑΣΤΙΚΗ ΣΕ ΕΡΜΑΦΡΟΔΙΤΙΣΜΟ;Surgical;103;1353.94
X693579;ΠΕΡΙΝΕΟΠΛΑΣΤΙΚΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΠΕΡΙΝΕΟΥ, ΜΗ-ΜΑΙΕΥΤΙΚΗ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ);Surgical;82;1779.27
X693599;ΚΟΛΠΟΣΚΟΠΗΣΗ ΑΙΔΟΙΟΥ;Diagnostic;37;1621.81
X693601;ΚΟΛΠΟΣΚΟΠΗΣΗ ΑΙΔΟΙΟΥ, ΜΕ ΒΙΟΨΙΑ(ΕΣ);Diagnostic;57;1491.01
X693959;ΚΟΛΠΟΤΟΜΗ. ΜΕ ΔΙΕΡΕΥΝΗΣΗ;Diagnostic;52;185.24
X693979;ΚΟΛΠΟΤΟΜΗ, ΜΕ ΠΑΡΟΧΕΤΕΥΣΗ ΠΥΕΛΙΚΟΥ ΑΠΟΣΤΗΜΑΤΟΣ;Surgical;173;773.81
X693999;ΠΑΡΑΚΕΝΤΗΣΗ ΚΟΛΠΟΥ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ);Diagnostic;34;1142.44
X694003;ΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΚΟΛΠΙΚΟΥ ΑΙΜΑΤΩΜΑΤΟΣ, ΜΑΙΕΥΤΙΚΗ/ΕΠΙΛΟΧΕΙΑ;Surgical;221;1663.26
X694005;ΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ ΚΟΛΠΙΚΟΥ ΑΙΜΑΤΩΜΑΤΟΣ, ΜΗ-ΜΑΙΕΥΤΙΚΗ ΜΕΤΑΤΡΑΥΜΑΤΙΚΗ, ΑΥΤΟΜΑΤΗ ΑΙΜΟΡΡΑΓΙΑ);Surgical;182;1872.48
X694081;ΚΑΤΑΣΤΡΟΦΗ ΚΟΛΠΙΚΩΝ ΒΛΑΒΩΝ, ΑΠΛΗ (ΕΠΕΜΒΑΣΗ ΜΕ LASER, ΗΛΕΚΤΡΟΧΕΙΡΟΥΡΓΙΚΗ, ΚΡΥΟΧΕΙΡΟΥΡΓΙΚΗ, ΧΗΜΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ);Surgical;121;1151.38
X694089;ΚΑΤΑΣΤΡΟΦΗ ΕΚΤΕΤΑΜΕΝΩΝ ΚΟΛΠΙΚΩΝ ΒΛΑΒΩΝ, ΣΥΝΘΕΤΗ (ΕΠΕΜΒΑΣΗ ΜΕ LASER, ΗΛΕΚΤΡΟΧΕΙΡΟΥΡΓΙΚΗ, ΚΡΥΟΧΕΙΡΟΥΡΓΙΚΗ, ΧΗΜΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ);Surgical;102;796.13
X694159;ΑΠΛΗ ΒΙΟΨΙΑ ΒΛΕΝΝΟΓΟΝΟΥ ΚΟΛΠΟΥ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ);Diagnostic;44;1848.89
X694169;ΕΥΡΕΙΑ ΒΙΟΨΙΑ ΚΟΛΠΙΚΟΥ ΒΛΕΝΝΟΓΟΝΟΥ. ΑΠΑΙΤΕΙΤΑΙ ΧΡΗΣΗ ΡΑΜΜΑΤΩΝ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΚΥΣΤΕΩΝ);Diagnostic;34;167.31
X694171;ΕΚΤΟΜΗ ΚΟΛΠΟΥ, ΜΕΡΙΚΗ ΑΦΑΙΡΕΣΗ ΤΟΥ ΚΟΛΠΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ,;Surgical;60;1049.43
X694173;ΕΚΤΟΜΗ ΚΟΛΠΟΥ, ΜΕΡΙΚΗ ΑΦΑΙΡΕΣΗ ΤΟΥ ΚΟΛΠΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ, ΜΕ ΑΦΑΙΡΕΣΗ ΠΑΡΑΚΟΛΠΙΚΟΥ ΙΣΤΟΥ (ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΚΟΛΠΟΥ);Surgical;105;1272.47
X694177;ΕΚΤΟΜΗ ΚΟΛΠΟΥ, ΜΕΡΙΚΗ ΑΦΑΙΡΕΣΗ ΤΟΥ ΚΟΛΠΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ, ΜΕ ΑΦΑΙΡΕΣΗ ΠΑΡΑΚΟΛΠΙΚΟΥ ΙΣΤΟΥ (ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΚΟΛΠΟΥ), ΜΕ ΑΜΦΟΤΕΡΟΠΛΕΥΡΟ ΟΛΙΚΟ ΠΥΕΛΙΚΟ  ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ ΚΑΙ ΠΑΡΑ-ΑΟΡΤΙΚΗ ΒΙΟΨΙΑ ΛΕΜΦΑΔΕΝΩΝ;Diagnostic;50;763.2
X694179;ΕΚΤΟΜΗ ΚΟΛΠΟΥ, ΟΛΙΚΗ ΑΦΑΙΡΕΣΗ ΤΟΥ ΚΟΛΠΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ,;Surgical;202;461.92
X694181;ΕΚΤΟΜΗ ΚΟΛΠΟΥ, ΟΛΙΚΗ ΑΦΑΙΡΕΣΗ ΤΟΥ ΚΟΛΠΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ, ΜΕ ΑΦΑΙΡΕΣΗ ΠΑΡΑΚΟΛΠΙΚΟΥ ΙΣΤΟΥ (ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΚΟΛΠΟΥ);Surgical;215;313.76
X694183;ΕΚΤΟΜΗ ΚΟΛΠΟΥ, ΟΛΙΚΗ ΑΦΑΙΡΕΣΗ ΤΟΥ ΚΟΛΠΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ, ΜΕ ΑΦΑΙΡΕΣΗ ΠΑΡΑΚΟΛΠΙΚΟΥ ΙΣΤΟΥ (ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΚΟΛΠΟΥ), ΜΕ ΑΜΦΟΤΕΡΟΠΛΕΥΡΟ ΟΛΙΚΟ ΠΥΕΛΙΚΟ  ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ ΚΑΙ ΠΑΡΑ-ΑΟΡΤΙΚΗ ΒΙΟΨΙΑ ΛΕΜΦΑΔΕΝΩΝ;Diagnostic;53;1110.39
X694199;ΚΟΛΠΟΚΛΕΙΣΗ  (ΤΥΠΟΥ LE FORT);Surgical;196;1304.47
X694219;ΕΚΤΟΜΗ ΚΟΛΠΙΚΟΥ ΔΙΑΦΡΑΓΜΑΤΟΣ;Surgical;100;401.51
X694229;ΕΚΤΟΜΗ ΚΟΛΠΙΚΗΣ ΚΥΣΤΗΣ Ή ΟΓΚΟΥ;Surgical;221;1381.2
X694259;ΚΟΛΠΙΚΗ ΠΛΥΣΗ  ΚΑΙ/Ή ΕΦΑΡΜΟΓΗ ΦΑΡΜΑΚΟΥ ΓΙΑ ΘΕΡΑΠΕΙΑ  ΒΑΚΤΗΡΙΑΚΗΣ, ΠΑΡΑΣΙΤΙΚΗΣ Ή ΜΥΚΗΤΙΑΚΗΣ ΑΣΘΕΝΕΙΑΣ;Therapeutic;194;523.07
X694269;ΕΙΣΑΓΩΓΗ ΚΟΛΠΙΚΩΝ ΕΦΑΡΜΟΓΕΩΝ ΓΙΑ ΒΡΑΧΥΘΕΡΑΠΕΙΑ;Surgical;174;980.88
X694279;ΤΟΠΟΘΕΤΗΣΗ ΚΑΙ ΕΙΣΑΓΩΓΗ ΠΕΣΣΟΥ Ή ΑΛΛΗΣ ΕΝΔΟΚΟΛΠΙΚΗΣ ΣΥΣΚΕΥΗΣ ΥΠΟΣΤΗΡΙΞΗΣ;Therapeutic;112;1695.69
X694299;ΤΟΠΟΘΕΤΗΣΗ ΔΙΑΦΡΑΓΜΑΤΟΣ Ή ΤΡΑΧΗΛΙΚΟΥ ΠΕΡΙΒΛΗΜΑΤΟΣ ΜΕ ΟΔΗΓΙΕΣ;Therapeutic;108;1106.13
X694319;ΕΙΣΑΓΩΓΗ ΑΙΜΟΣΤΑΤΙΚΟΥ ΠΑΡΑΓΟΝΤΑ Ή ΕΠΙΘΕΜΑΤΟΣ ΓΙΑ ΑΥΤΟΜΑΤΗ Ή ΤΡΑΥΜΑΤΙΚΗ ΜΗ ΜΑΙΕΥΤΙΚΗ ΚΟΛΠΙΚΗ ΑΙΜΟΡΡΑΓΙΑ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ);Surgical;100;1014.06
X694359;ΚΟΛΠΟΡΡΑΦΙΑ, ΣΥΡΡΑΦΗ ΤΡΑΥΜΑΤΟΣ ΤΟΥ ΚΟΛΠΟΥ (ΜΗ ΜΑΙΕΥΤΙΚΗ);Surgical;63;521.09
X694379;ΚΟΛΠΟΠΕΡΙΝΕΟΡΡΑΦΙΑ, ΣΥΡΡΑΦΗ ΤΡΑΥΜΑΤΟΣ ΤΟΥ ΚΟΛΠΟΥ ΚΑΙ/Ή ΤΟΥ ΠΕΡΙΝΕΟΥ (ΜΗ ΜΑΙΕΥΤΙΚΗ);Surgical;124;947.37
X694399;ΠΛΑΣΤΙΚΗ ΕΠΕΜΒΑΣΗ ΣΤΟΝ ΣΦΙΓΚΤΗΡΑ ΟΥΡΗΘΡΑΣ, ΚΟΛΠΙΚΗ ΠΡΟΣΠΕΛΑΣΗ  (ΠΧ.ΡΑΦΕΣ KELLY);Surgical;111;1088.43
X694419;ΠΛΑΣΤΙΚΗ  ΟΥΡΗΘΡΟΚΗΛΗΣ;Surgical;66;1951.86
X694439;ΠΡΟΣΘΙΑ ΚΟΛΠΟΡΑΦΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΚΥΣΤΟΚΗΛΗΣ ΜΕ Ή ΧΩΡΙΣ ΑΠΟΚΑΤΑΣΤΑΣΗ ΟΥΡΗΘΡΟΚΗΛΗΣ;Surgical;204;842.1
X694459;ΟΠΙΣΘΙΑ ΚΟΛΠΟΡΑΦΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΟΡΘΟΚΗΛΗΣ ΜΕ Ή ΧΩΡΙΣ  ΠΕΡΙΝΕΟΡΡΑΦΙΑ;Surgical;101;1559.22
X694479;ΣΥΝΔΥΑΣΜΕΝΗ ΠΡΟΣΘΙΟΠΙΣΘΙΑ ΚΟΛΠΟΡΡΑΦΙΑ.;Surgical;201;738.69
X694489;ΣΥΝΔΥΑΣΜΕΝΗ ΠΡΟΣΘΙΟΠΙΣΘΙΑ ΚΟΛΠΟΡΡΑΦΙΑ. ΜΕ ΑΠΟΚΑΤΑΣΤΑΣΗ ΕΝΤΕΡΟΚΗΛΗΣ;Surgical;71;1425.06
X694493;ΕΙΣΑΓΩΓΗ ΠΛΕΓΜΑΤΟΣ Ή ΑΛΛΗΣ ΠΡΟΘΕΣΗΣ ΓΙΑ ΑΠΟΚΑΤΑΣΤΑΣΗ ΕΛΛΕΙΜΑΤΟΣ ΠΥΕΛΙΚΟΥ ΕΔΑΦΟΥΣ, ΣΕ ΚΑΘΕ ΠΛΕΥΡΑ (ΠΡΟΣΘΙΟ, ΟΠΙΣΘΙΟ ΔΙΑΜΕΡΙΣΜΑ), ΚΟΛΠΙΚΗ ΠΡΟΣΠΕΛΑΣΗ (ΚΑΤΑΧΩΡΗΣΤΕ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ);Surgical;222;1363.99
X694495;ΑΠΟΚΑΤΑΣΤΑΣΗ ΕΝΤΕΡΟΚΗΛΗΣ, ΚΟΛΠΙΚΗ ΠΡΟΣΠΕΛΑΣΗ (ΞΕΧΩΡΙΣΗ ΔΙΑΔΙΚΑΣΙΑ);Surgical;155;1040.07
X694499;ΑΠΟΚΑΤΑΣΤΑΣΗ ΕΝΤΕΡΟΚΗΛΗΣ, ΚΟΙΛΙΑΚΗ ΠΡΟΣΠΕΛΑΣΗ (ΞΕΧΩΡΙΣΗ ΔΙΑΔΙΚΑΣΙΑ);Surgical;61;750.37
X694519;ΚΟΛΠΟΠΗΞΙΑ, ΚΟΙΛΙΑΚΗ ΠΡΟΣΠΕΛΑΣΗ;Surgical;124;263.01
X694523;ΚΟΛΠΟΠΗΞΙΑ. ΕΞΩ-ΠΕΡΙΤΟΝΙΑΚΗ ΠΡΟΣΠΕΛΑΣΗ (ΙΕΡΟΑΚΑΝΘΙΚΗ, ΛΑΓΟΝΟΚΟΚΚΥΓΙΚΗ);Surgical;128;1417.54
X694525;ΚΟΛΠΟΠΗΞΙΑ ΜΕ ΕΝΔΟΠΕΡΙΤΟΝΑΪΚΗ ΠΡΟΣΠΕΛΑΣΗ (ΣΥΡΡΑΦΗ ΙΕΡΟΜΗΤΡΙΚΩΝ ΚΑΙ  ΑΝΕΛΚΤΗΡΩΝ ΜΥΩΝ);Surgical;148;755.73
X694527;ΑΠΟΚΑΤΑΣΤΑΣΗ ΠΑΡΑΚΟΛΠΙΚΗΣ ΒΛΑΒΗΣ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΠΟΚΑΤΑΣΤΑΣΗΣ ΚΥΣΤΟΚΗΛΗΣ, ΕΦΟΣΟΝ ΕΚΤΕΛΕΙΤΑΙ). ΑΝΟΙΚΤΗ;Surgical;226;1449.13
X694529;ΑΠΟΚΑΤΑΣΤΑΣΗ ΠΑΡΑΚΟΛΠΙΚΗΣ ΒΛΑΒΗΣ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΠΟΚΑΤΑΣΤΑΣΗΣ ΚΥΣΤΟΚΗΛΗΣ, ΕΦΟΣΟΝ ΕΚΤΕΛΕΙΤΑΙ). ΚΟΛΠΙΚΗ ΠΡΟΣΠΕΛΑΣΗ;Surgical;75;567.13
X694533;ΑΦΑΙΡΕΣΗ Ή ΑΝΑΘΕΩΡΗΣΗ ΣΤΗΡΙΞΗΣ ΓΙΑ ΑΚΡΑΤΕΙΑ ΟΥΡΩΝ (ΠΧ, ΠΕΡΙΤΟΝΙΑ Ή  ΣΥΝΘΕΤΙΚΗ ΤΑΙΝΙΑ ΤΑΣΗΣ);Surgical;192;353.95
X694535;ΕΠΕΜΒΑΣΗ ΣΤΗΡΙΞΗΣ ΓΙΑ ΑΚΡΑΤΕΙΑ ΟΥΡΩΝ (ΠΧ, ΠΕΡΙΤΟΝΙΑ Ή ΣΥΝΘΕΤΙΚΗ ΤΑΙΝΙΑ ΤΑΣΗΣ);Surgical;84;406.98
X694537;ΕΠΕΜΒΑΣΗ PEREYRA,ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΠΡΟΣΘΙΑΣ ΚΟΛΠΟΡΡΑΦΙΑΣ;Surgical;159;172.67
X694541;ΚΑΤΑΣΚΕΥΗ ΤΕΧΝΗΤΟΥ ΚΟΛΠΟΥ. ΧΩΡΙΣ ΜΟΣΧΕΥΜΑ;Surgical;134;1947.0
X694543;ΚΑΤΑΣΚΕΥΗ ΤΕΧΝΗΤΟΥ ΚΟΛΠΟΥ. ΜΕ ΜΟΣΧΕΥΜΑ;Surgical;170;1793.79
X694549;ΑΝΑΘΕΩΡΗΣΗ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΦΑΙΡΕΣΗΣ) ΠΡΟΣΘΕΤΙΚΟΥ ΜΟΣΧΕΥΜΑΤΟΣ ΚΟΛΠΟΥ. ΚΟΛΠΙΚΗ ΠΡΟΣΠΕΛΑΣΗ;Surgical;170;1590.73
X694551;ΑΝΑΘΕΩΡΗΣΗ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΦΑΙΡΕΣΗΣ) ΠΡΟΣΘΕΤΙΚΟΥ ΜΟΣΧΕΥΜΑΤΟΣ ΚΟΛΠΟΥ.  ΑΝΟΙΚΤΗ;Surgical;234;1729.25
X694559;ΣΥΓΚΛΕΙΣΗ ΟΡΘΟΚΟΛΠΙΚΟΥ ΣΥΡΙΓΓΙΟΥ-ΔΙΟΡΘΙΚΗ Ή ΔΙΑΚΟΛΠΙΚΗ ΠΡΟΣΠΕΛΑΣΗ;Surgical;221;1974.17
X694569;ΣΥΓΚΛΕΙΣΗ ΟΡΘΟΚΟΛΠΙΚΟΥ ΣΥΡΙΓΓΙΟΥ-ΚΟΙΛΙΑΚΗ ΠΡΟΣΠΕΛΑΣΗ;Surgical;211;1667.64
X694573;ΣΥΓΚΛΕΙΣΗ ΟΡΘΟΚΟΛΠΙΚΟΥ ΣΥΡΙΓΓΙΟΥ-ΚΟΙΛΙΑΚΗ ΠΡΟΣΠΕΛΑΣΗ ΜΕ  ΚΟΛΟΣΤΟΜΙΑ;Surgical;127;1606.79
X694575;ΧΕΙΡΟΥΡΓΙΚΗ ΣΥΓΚΛΕΙΣΗ ΚΥΣΤΕΟΚΟΛΠΙΚΟΥ ΣΥΡΙΓΓΙΟΥ. ΔΙΑΠΕΡΙΤΟΝΙΑΚΗ ΠΡΟΣΠΕΛΑΣΗ, ΜΕ ΠΕΡΙΝΕΪΚΗ ΑΝΑΚΑΤΑΣΚΕΥΗ ΣΩΜΑΤΟΣ, ΜΕ Ή ΧΩΡΙΣ ΠΤΥΧΩΣΗ ΑΝΕΛΚΤΗΡΑ;Surgical;218;472.53
X694579;ΧΕΙΡΟΥΡΓΙΚΗ ΣΥΓΚΛΕΙΣΗ ΟΥΡΗΘΡΟΚΟΛΠΙΚΟΥ ΣΥΡΙΓΓΙΟΥ.;Surgical;191;1818.7
X694581;ΧΕΙΡΟΥΡΓΙΚΗ ΣΥΓΚΛΕΙΣΗ ΟΥΡΗΘΡΟΚΟΛΠΙΚΟΥ ΣΥΡΙΓΓΙΟΥ. ΜΕ ΕΜΦΥΤΕΥΜΑ ΒΟΛΒΟΣΥΡΑΓΓΩΔΟΥΣ ΜΥΟΣ;Surgical;235;253.15
X694599;ΧΕΙΡΟΥΡΓΙΚΗ ΣΥΓΚΛΕΙΣΗ ΚΥΣΤΕΟΚΟΛΠΙΚΟΥ ΣΥΡΙΓΓΙΟΥ. ΚΟΛΠΙΚΗ ΠΡΟΣΠΕΛΑΣΗ;Surgical;132;632.77
X694619;ΧΕΙΡΟΥΡΓΙΚΗ ΣΥΓΚΛΕΙΣΗ ΚΥΣΤΕΟΚΟΛΠΙΚΟΥ ΣΥΡΙΓΓΙΟΥ, ΔΙΑΚΥΣΤΙΚΗ ΚΑΙ ΚΟΛΠΙΚΗ ΠΡΟΣΠΕΛΑΣΗ;Surgical;149;1034.74
X694629;ΚΟΛΠΟΠΛΑΣΤΙΚΗ ΓΙΑ ΚΑΤΑΣΤΑΣΗ ΜΕΣΟΦΥΛΟΥ (ΕΡΜΑΦΡΟΔΙΤΙΣΜΟΣ);Surgical;98;1537.34
X694759;ΔΙΑΣΤΟΛΗ ΚΟΛΠΟΥ ΥΠΟ ΝΑΡΚΩΣΗ (ΕΚΤΟΣ ΤΟΠΙΚΗΣ);Surgical;193;1668.28
X694779;ΠΥΕΛΙΚΗ ΕΞΕΤΑΣΗ ΥΠΟ ΝΑΡΚΩΣΗ (ΕΚΤΟΣ ΤΟΠΙΚΗΣ);Diagnostic;51;554.33
X694789;ΑΦΑΙΡΕΣΗ ΚΟΛΠΙΚΑ ΕΝΣΦΗΝΩΜΕΝΟΥ ΞΕΝΟΥ ΣΩΜΑΤΟΣ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ) ΥΠΟ ΝΑΡΚΩΣΗ (ΕΚΤΟΣ ΤΟΠΙΚΗΣ);Surgical;197;1128.94
X694799;ΚΟΛΠΟΣΚΟΠΗΣΗ ΟΛΟΚΛΗΡΟΥ ΤΟΥ ΚΟΛΠΟΥ, ΜΕ ΤΡΑΧΗΛΟ, ΕΦΟΣΟΝ ΥΦΙΣΤΑΤΑΙ.;Diagnostic;60;804.89
X694801;ΚΟΛΠΟΣΚΟΠΗΣΗ ΟΛΟΚΛΗΡΟΥ ΤΟΥ ΚΟΛΠΟΥ, ΜΕ ΤΡΑΧΗΛΟ, ΕΦΟΣΟΝ ΥΦΙΣΤΑΤΑΙ. ΜΕ ΒΙΟΨΙΑ ΤΟΥ ΚΟΛΠΟΥ/ΤΡΑΧΗΛΟΥ;Diagnostic;32;414.18
X694805;ΑΠΟΚΑΤΑΣΤΑΣΗ ΠΑΡΑΚΟΛΠΙΚΗΣ ΑΝΩΜΑΛΙΑΣ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΠΟΚΑΤΑΣΤΑΣΗΣ ΚΥΣΤΟΚΗΛΗΣ, ΕΦΟΣΟΝ ΕΚΤΕΛΕΙΤΑΙ), ΛΑΠΑΡΟΣΚΟΠΙΚΗ ΠΡΟΣΠΕΛΑΣΗ;Surgical;82;1369.19
X694809;ΛΑΠΑΡΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΚΟΛΠΟΠΗΞΙΑ (ΑΝΑΡΤΗΣΗ ΚΟΛΠΙΚΟΥ ΚΟΛΟΒΩΜΑΤΟΣ);Diagnostic;30;577.78
X694863;ΚΟΛΠΟΣΚΟΠΗΣΗ ΤΟΥ ΤΡΑΧΗΛΟΥ ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΟΥ ΑΝΩ/ΕΓΓΥΣ ΚΟΛΠΟΥ.;Diagnostic;35;1453.14
X694867;ΚΟΛΠΟΣΚΟΠΗΣΗ ΤΟΥ ΤΡΑΧΗΛΟΥ ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΟΥ ΑΝΩ/ΕΓΓΥΣ ΚΟΛΠΟΥ. ΜΕ ΒΙΟΨΙΑ (ΕΣ) ΤΟΥ ΤΡΑΧΗΛΟΥ ΚΑΙ ΕΝΔΟΤΡΑΧΗΛΙΚΗ ΑΠΟΞΕΣΗ;Diagnostic;44;284.36
